subsample_ratio;accuracy;f1;iteration
 0.0050000000; 57.576; 53.846;1
 0.0500000000; 65.657; 61.798;12
 0.0001000000; 60.606; 56.667;23
 0.0001000000; 62.121; 59.459;20
 0.0010000000; 60.606; 56.180;1
 0.0000500000; 59.596; 52.381;5
 0.0050000000; 64.646; 59.770;19
 0.0500000000; 63.131; 55.758;8
 0.0010000000; 61.111; 56.983;0
 0.0050000000; 63.636; 60.000;14
 0.0500000000; 63.636; 59.091;18
 0.0005000000; 65.657; 62.637;11
 0.0005000000; 65.152; 57.669;0
 0.0005000000; 64.646; 60.674;2
 0.0010000000; 56.061; 52.459;29
 0.0000500000; 56.061; 50.847;1
 0.0005000000; 65.152; 63.874;15
 0.0050000000; 63.636; 55.556;7
 0.0500000000; 66.667; 61.628;21
 0.0010000000; 66.162; 65.285;28
 0.0010000000; 64.141; 62.032;20
 0.0005000000; 62.121; 57.627;29
 0.0005000000; 65.152; 65.672;22
 0.0005000000; 63.131; 59.669;19
 0.0005000000; 59.091; 52.632;18
 0.0010000000; 68.182; 65.193;4
 0.0500000000; 60.101; 57.297;26
 0.0010000000; 63.636; 57.647;7
 0.0010000000; 62.626; 59.341;24
 0.0000500000; 62.121; 58.101;28
 0.0001000000; 58.081; 52.023;21
 0.0005000000; 64.141; 59.887;20
 0.0000500000; 58.586; 53.933;24
 0.0010000000; 59.596; 50.617;23
 0.0100000000; 61.111; 53.892;2
 0.0001000000; 58.586; 52.874;8
 0.0010000000; 58.081; 52.571;16
 0.0000500000; 61.111; 53.333;16
 0.0001000000; 62.121; 60.733;26
 0.0010000000; 67.677; 62.791;11
 0.0001000000; 60.101; 50.932;18
 0.0001000000; 59.091; 54.749;25
 0.0005000000; 64.646; 60.674;4
 0.0005000000; 62.626; 59.341;6
 0.0001000000; 64.141; 63.590;27
 0.0005000000; 60.606; 60.204;27
 0.0000100000; 53.030; 49.180;11
 0.0001000000; 60.606; 54.651;4
 0.0001000000; 64.141; 60.335;2
 0.0001000000; 56.566; 53.261;29
 0.0010000000; 57.071; 56.853;27
 0.0005000000; 66.162; 66.995;26
 0.0005000000; 68.687; 66.304;31
 0.0005000000; 64.141; 58.960;23
 0.0000500000; 58.586; 52.874;14
 0.0001000000; 65.152; 59.172;5
 0.0000500000; 64.646; 58.333;11
 0.0001000000; 63.131; 59.218;13
 0.0000500000; 59.596; 56.044;20
 0.0001000000; 53.030; 45.614;24
 0.0000500000; 53.030; 51.309;27
 0.0001000000; 62.121; 58.564;10
 0.0001000000; 64.646; 58.824;30
 0.0000500000; 54.545; 51.087;31
 0.0001000000; 57.576; 55.789;31
 0.0001000000; 65.152; 61.017;1
 0.0001000000; 61.111; 58.824;22
 0.0005000000; 66.162; 60.819;13
 0.0010000000; 64.141; 64.322;22
 0.0001000000; 62.626; 61.053;19
 0.0000500000; 70.202; 65.497;19
 0.0000500000; 51.515; 50.000;29
 0.0000500000; 56.566; 52.222;26
 0.0001000000; 60.606; 55.172;12
 0.0005000000; 57.576; 54.348;1
 0.0001000000; 62.121; 59.016;14
 0.0005000000; 57.071; 50.867;9
 0.0000100000; 52.020; 44.444;0
 0.0000500000; 62.121; 59.459;6
 0.0000500000; 52.525; 44.048;18
 0.0005000000; 64.141; 59.887;5
 0.0000100000; 55.556; 50.562;23
 0.0005000000; 61.111; 54.438;16
 0.0000100000; 57.576; 51.724;7
 0.0001000000; 56.061; 51.934;28
 0.0000100000; 60.101; 53.801;12
 0.0000500000; 60.101; 51.534;7
 0.0001000000; 58.586; 53.409;15
 0.0000500000; 56.566; 53.261;22
 0.0001000000; 62.626; 54.878;0
 0.0000100000; 57.071; 52.514;15
 0.0010000000; 64.646; 60.227;12
 0.0000500000; 64.141; 58.960;12
 0.0000500000; 57.071; 47.853;8
 0.0000100000; 56.566; 53.763;26
 0.0000100000; 58.081; 50.888;18
 0.0000500000; 61.111; 53.892;17
 0.0000100000; 58.586; 48.101;24
 0.0000100000; 54.545; 45.783;17
 0.0000100000; 55.051; 49.143;8
 0.0001000000; 55.051; 53.403;6
 0.0000500000; 58.586; 51.765;23
 0.0000500000; 59.596; 56.522;3
 0.0000100000; 61.111; 56.497;1
 0.0000500000; 62.626; 58.889;13
 0.0000100000; 59.596; 58.763;14
 0.0000100000; 57.071; 49.102;19
 0.0000100000; 46.465; 43.617;28
 0.0000100000; 55.556; 52.688;29
 0.0000500000; 56.061; 53.968;25
 0.0000500000; 66.162; 61.272;21
 0.0000100000; 56.061; 47.904;5
 0.0000100000; 60.101; 52.695;25
 0.0000100000; 58.081; 56.545;9
 0.0000100000; 55.051; 50.829;21
 0.0000100000; 55.051; 51.366;16
 0.0000100000; 57.576; 55.319;22
 0.0000100000; 55.051; 51.892;6
 0.0000100000; 57.071; 55.959;27
 0.0050000000; 62.626; 57.955;29
 0.0100000000; 56.061; 52.459;28
 0.0010000000; 63.636; 62.500;3
 0.0500000000; 56.061; 53.968;9
 0.0000100000; 54.040; 50.811;20
 0.0000500000; 67.172; 62.857;0
 0.0010000000; 64.141; 61.202;15
 0.0500000000; 57.576; 52.809;29
 0.0001000000; 61.616; 59.574;3
 0.0000100000; 53.030; 45.614;2
 0.0000500000; 60.606; 58.511;4
 0.0005000000; 67.677; 65.217;12
 0.0000100000; 56.566; 53.261;3
 0.0000500000; 57.576; 52.273;2
 0.0005000000; 63.636; 56.098;7
 0.0000100000; 56.566; 54.737;13
 0.0000100000; 54.545; 47.059;30
 0.0001000000; 61.616; 51.282;17
 0.0000500000; 60.606; 54.651;15
 0.0000100000; 56.566; 48.810;4
 0.0050000000; 57.071; 54.545;4
 0.0500000000; 61.111; 57.459;14
 0.0000500000; 55.556; 53.684;9
 0.0000100000; 53.030; 46.243;10
 0.0050000000; 58.586; 53.409;24
 0.0100000000; 57.576; 49.398;23
 0.0000500000; 60.606; 57.609;10
 0.0000100000; 56.566; 54.255;31
